종류,학원지정번호,학원명,도로명주소,도로명 상세 주소,분야명,교습계열명,교습과정목록명,,정원합계,일시수용능력합계,,인당수강료,,,,,,,,
교습소,3000027881,새미준영어교습소,서울특별시 서초구 서초대로53길 27,", 6층 (서초동)",입시.검정 및 보습,보통교과,,보습,60,9,,Y,N,6604,개원,20161226,,99991231,20161226,20231018
학원,3000027889,코리아요리학원,서울특별시 서초구 서초대로78길 34,", 2층,3층,5층 (서초동)",직업기술,산업응용기술,"식음료품(바리스타,소믈리에)","식음료품(바리스타,소믈리에)",2068,111,,Y,N,6621,개원,20161223,,99991231,20161223,20240128
학원,3000027892,일공이제이유(EJU)학원,서울특별시 서초구 서초대로46길 19-18,", 5층전체 (서초동, 성진빌딩)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,400,167,,Y,N,6646,개원,20161228,,99991231,20161228,20231018
학원,3000027893,생각하는두꺼비수학3관학원,서울특별시 서초구 고무래로8길 10,", 3층 전체 (반포동, 영원빌딩)",입시.검정 및 보습,보통교과,"보습,보습?논술,",보습?논술,3160,77,,Y,N,6593,개원,20161228,,99991231,20161228,20231018
학원,3000027899,구반포진선생어학원,서울특별시 서초구 신반포로3길 8,", 321 401, 418 508 614 615 618호 (반포동, 반포프라자)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),180,193,,Y,N,6502,개원,20161229,,99991231,20161229,20231018
학원,3000027945,라라음악학원,서울특별시 서초구 중앙로 582,", 502~504호 (우면동)",예능(대),예능(중),,음악,105,48,,Y,N,6767,개원,20161229,,99991231,20161229,20231018
교습소,3000028034,더베스트수학교습소,서울특별시 강남구 삼성로64길 5,", 206호 (대치동, 대치현대아파트)",입시.검정 및 보습,보통교과,수학1,보습,6,3,수학1:560000,Y,N,6191,개원,20170110,,99991231,20170110,20231018
학원,3000028040,창의적열정교육연구소학원,서울특별시 강남구 선릉로 325,", 301호 (역삼동)",입시.검정 및 보습,진학지도,,진학상담지도,10,72,,Y,N,6218,개원,20170112,,99991231,20170112,20231018
교습소,3000028053,토토미술교습소,서울특별시 서초구 서래로5길 38,", 2층 일부 (반포동)",예능(대),예능(중),미술초등반,미술,4,6,,Y,N,6575,개원,20170113,,99991231,20170113,20231018
학원,3000028081,평정수학학원,서울특별시 서초구 명달로 52-9,", 3층 (서초동)",입시.검정 및 보습,보통교과,"보습?논술,입시?논술",보습?논술,56,86,,Y,N,6708,개원,20170117,,99991231,20170117,20231126
교습소,3000028153,해피아트프로젝트미술교습소,서울특별시 서초구 잠원로14길 41,", 112호 일부 (잠원동, 신반포아파트)",예능(대),예능(중),,미술,4,4,,Y,N,6515,개원,20170125,,99991231,20170125,20231018
교습소,3000028167,바움아트클래스미술교습소,서울특별시 서초구 잠원로 24,", 2층207호 (반포동,반포자이플라자)",예능(대),예능(중),미술(초),미술,21,7,"미술(초):185000, 미술(중):270000, 미술(고):350000",Y,N,6544,개원,20170131,,99991231,20170131,20231018
교습소,3000028172,해법중국어북경대중국어교습소,서울특별시 서초구 신반포로 219,", 8동 5층8호 (잠원동,반포쇼핑타운)",국제화,외국어,,실용외국어(유아/초?중?고),60,5,,Y,N,6512,개원,20170201,,99991231,20170201,20231018
교습소,3000028188,내곡프린스턴수학교습소,서울특별시 서초구 헌릉로8길 60,", 207호 일부 (내곡동)",입시.검정 및 보습,보통교과,,보습,18,3,,Y,N,6800,개원,20170203,,99991231,20170203,20231018
학원,3000028234,이지에듀원격학원,서울특별시 서초구 강남대로10길 23,", 1층 영빌딩 (양재동)",입시.검정 및 보습,보통교과,보습,보습,495,99,,Y,N,6787,개원,20161129,,99991231,20161129,20240317
교습소,3000028338,스터디코트수학교습소,서울특별시 서초구 신반포로3길 8,", 508호 일부 (반포동)",입시.검정 및 보습,보통교과,,보습,30,5,,Y,N,6502,개원,20170220,,99991231,20170220,20231018
교습소,3000028414,레보자르아뜰리에교습소,서울특별시 서초구 서래로8길 18,", 2층 (반포동)",예능(대),예능(중),미술,미술,7,7,미술:200000,Y,N,6577,개원,20170227,,99991231,20170227,20231018
학원,3000028436,크레버스영재관서초제1지점학원,서울특별시 서초구 고무래로 18-4,", 2층 (반포동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,860,166,,Y,N,6593,개원,20170215,,99991231,20170215,20240317
학원,3000028465,페디아플러스방배학원,서울특별시 서초구 방배로 225,", 2층일부 (방배동)",입시.검정 및 보습,,"보습,",,70,98,,Y,N,6561,개원,20170217,,99991231,20170217,20231018
교습소,3000028479,키즈스피치스카이화술교습소,서울특별시 서초구 서초대로53길 21,", 202호 일부 (서초동)",기타(대),기타(중),스피치,화술,6,9,,Y,N,6604,개원,20170307,,99991231,20170307,20231018
학원,3000028486,천년의미소베이스캠프미술학원,서울특별시 서초구 효령로33길 23,2층(방배동),예능(대),예능(중),미술,미술,2750,120,,Y,N,6665,개원,20170303,,99991231,20170303,20240324
학원,3000028495,알로와경매학원,서울특별시 서초구 방배선행길 8,", 3층전체 (방배동, 방배래미안아파트)",직업기술,경영?사무관리,"경매,",경매,320,71,,Y,N,6760,개원,20170307,,99991231,20170307,20231018
학원,3000028504,네이처탐구전문학원,서울특별시 서초구 신반포로 177,", 29호일부,30호,31호일부,33~37호(3층) (잠원동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,255,70,,Y,N,6512,개원,20170309,,99991231,20170309,20231018
교습소,3000028517,조이투리드영어교습소,서울특별시 서초구 서초대로16길 49-66,", b104 및 b105 (방배동)",입시.검정 및 보습,보통교과,초등파닉스,보습,12,4,,Y,N,6680,개원,20170309,,99991231,20170309,20231018
학원,3000028520,리드101잠원영어학원,서울특별시 서초구 잠원로8길 35,", 신반포팰리스상가2츰 (잠원동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,1000,300,,Y,N,6518,개원,20170309,,99991231,20170309,20231018
학원,3000028593,오르비학원,서울특별시 강남구 삼성로61길 15,", 2,3층 (대치동, 킴스타워)",종합(대),,"보습,보습?논술,진학상담지도",,25624,157,,Y,N,6209,개원,20170320,,99991231,20170320,20240225
학원,3000028614,서초토피아어학원,서울특별시 서초구 방배로 204,", 2층 (방배동)",입시.검정 및 보습,보통교과,,보습,22,148,,Y,N,6585,개원,20170322,,99991231,20170322,20231018
교습소,3000028629,크리스틴영어교습소,서울특별시 서초구 서운로 207,", 상호종합상가 222호(2층) (서초동)",입시.검정 및 보습,보통교과,영어회화,보습,18,5,"영어회화:330000, 영어회화2:480000, 영어회화3:630000, 영어(초등):350000, 영어(중등):500000, 영어(중등):640800",Y,N,6608,개원,20170323,,99991231,20170323,20231217
교습소,3000028666,피바디음악교습소,서울특별시 서초구 효령로34길 62,", 201-3호 (방배동)",예능(대),예능(중),바이올린초급,음악,54,3,,Y,N,6705,개원,20170324,,99991231,20170324,20231018
교습소,3000028833,디알(DR)수학교습소,서울특별시 서초구 고무래로 6-3,", 802호 (반포동)",입시.검정 및 보습,보통교과,초등수학,보습,30,8,"초등수학:450000, 중등수학:550000, 수1/수2:600000, 기하벡터/확률통계:800000, 미적1/미적2:700000",Y,N,6593,개원,20170407,,99991231,20170407,20231018
교습소,3000028875,디토랩미술교습소,서울특별시 서초구 서초대로51길 24,", 홍재빌딩402호 (서초동)",예능(대),예능(중),,미술,8,9,,Y,N,6604,개원,20170418,,99991231,20170418,20231018
학원,3000028893,서울서초내공독서실,서울특별시 서초구 동광로 5,", 3층 (방배동)",독서실,독서,,독서실(일반인),82,63,,Y,N,6560,개원,20170420,,99991231,20170420,20231018
교습소,3000028896,안경쓴고양이미술교습소,서울특별시 서초구 서운로 207,", 2층 206호 (서초동, 삼호아파트)",예능(대),예능(중),,미술,54,9,,Y,N,6608,개원,20170420,,99991231,20170420,20231018
교습소,3000028905,제이뮤직아카데미음악교습소,서울특별시 서초구 신반포로15길 29,", 2층101호 (반포동)",예능(대),예능(중),,음악,15,3,,Y,N,6503,개원,20170331,,99991231,20170331,20231018
교습소,3000028907,에이치이씨(HEC)영어교습소,서울특별시 서초구 반포대로 291,", 5층 530호(반포동)",입시.검정 및 보습,보통교과,,보습?논술,3,2,,Y,N,6506,개원,20170424,,99991231,20170424,20231206
학원,3000028918,칸미디어학원,서울특별시 서초구 바우뫼로 179,", 2층 201호, 5층 501호 (양재동)",종합(대),,"전자상거래,경영,",,140,123,,Y,N,6744,개원,20170426,,99991231,20170426,20231018
학원,3000028945,톤연기학원,서울특별시 서초구 강남대로95길 40,", 2층전체, 3층302호 (잠원동, 광운빌딩)",기타(대),기타(중),"연극,",연극,100,168,,Y,N,6527,개원,20170501,,99991231,20170501,20231018
학원,3000028967,그레이트에이미술학원,서울특별시 서초구 반포대로 287,", 404호 (반포동, 래미안퍼스티지 중심상가)",예능(대),예능(중),"미술,",미술,200,69,,Y,N,6547,개원,20170502,,99991231,20170502,20231018
학원,3000028991,포커스영화학원,서울특별시 서초구 강남대로43길 15,", 3층 (서초동)",기타(대),기타(중),연극,연극,50,53,,Y,N,6730,개원,20170510,,99991231,20170510,20240331
학원,3000029006,두드림보습학원,서울특별시 서초구 동작대로 172,", 2층 일부(202호) (방배동, 왕실빌딩)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,112,72,,Y,N,6559,개원,20170511,20191115,20191128,20170511,20231018
교습소,3000029007,더피아노교습소,서울특별시 서초구 나루터로 37,", 207-1호 (잠원동, 신사쇼핑센터)",예능(대),예능(중),,음악,3,5,"피아노:190000, 피아노(고급):160000, 피아노(입시):240000",Y,N,6515,개원,20170512,,99991231,20170512,20231018
교습소,3000029060,필영어교습소,서울특별시 서초구 나루터로 37,", 2층 210호 (잠원동, 신사쇼핑센터)",입시.검정 및 보습,보통교과,,보습,9,3,,Y,N,6515,개원,20170518,,99991231,20170518,20231018
학원,3000029067,카타르시스연기학원,서울특별시 서초구 신반포로47길 19,", 2층,3층 (잠원동, 태영빌딩)",기타(대),기타(중),"연극,",연극,10,100,,Y,N,6531,개원,20170519,,99991231,20170519,20231018
학원,3000029094,서초어반트리독서실,서울특별시 서초구 서운로 220,", 대치프라자5층 (서초동)",독서실,독서,,독서실(유아/초?중?고),80,100,,Y,N,6609,개원,20170519,,99991231,20170519,20231018
학원,3000029096,키(KEY)과학학원,서울특별시 서초구 신반포로 213,", 반포쇼핑타운7동 202호,521호 (잠원동)",입시.검정 및 보습,보통교과,,보습?논술,231,154,,Y,N,6512,개원,20170523,,99991231,20170523,20231224
교습소,3000029097,예음바이올린교습소,서울특별시 서초구 서초중앙로 230,", 동화프라자빌딩 1층 113호 (반포동)",예능(대),예능(중),초급,음악,3,4,"초급:220000, 중급:240000, 고급:280000, 연주자:300000",Y,N,6599,개원,20170525,,99991231,20170525,20231023
교습소,3000029196,빛이룸영어교습소,서울특별시 서초구 신반포로 205,", 414호 (잠원동)",입시.검정 및 보습,보통교과,고등,보습,18,4,,Y,N,6512,개원,20170511,,99991231,20170511,20231018
학원,3000029215,아임프롬보컬학원,서울특별시 서초구 강남대로101안길 17,", 301호일부,305호 (잠원동)",기예(대),기예(중),"실용음악(성악),",실용음악(성악),10,58,,Y,N,6525,개원,20170613,,99991231,20170613,20231018
학원,3000029241,프린스턴리뷰학원,서울특별시 강남구 압구정로 208,", 3층 일부 (신사동, 본경빌딩)",종합(대),,"진학상담지도,실용외국어(유아/초?중?고),",,1827,257,,Y,N,6022,개원,20170522,,99991231,20170522,20231018
학원,3000029266,스토리에듀케이션학원,서울특별시 서초구 사임당로 50,", 2층(서초동)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),253,253,,Y,N,6640,개원,20170621,,99991231,20170621,20231224
학원,3000029267,코듀크리에이티브반포센터학원,서울특별시 서초구 동광로 9,", 2층 전체 (방배동)",기타(대),기타(중),,컴퓨터(소),56,68,,Y,N,6560,개원,20170519,,99991231,20170519,20231018
학원,3000029276,개념폴리아서초2관학원,서울특별시 서초구 서초중앙로33길 6-6,", 1층 (반포동)",입시.검정 및 보습,보통교과,"보습,보습?논술",보습?논술,3560,140,,Y,N,6593,개원,20170622,,99991231,20170622,20231231
학원,3000029283,코리아제2캠퍼스학원,서울특별시 서초구 강남대로55길 9-11,", 5층 (서초동, 시원빌딩)",입시.검정 및 보습,진학지도,"진학상담지도,",진학상담지도,26,78,,Y,N,6621,개원,20170621,,99991231,20170621,20231018
학원,3000029303,발레앤코강남서초학원,서울특별시 서초구 방배로 202,", 4층 (방배동)",기예(대),기예(중),"무용(전통무용,현대무용),","무용(전통무용,현대무용)",87,127,,Y,N,6585,개원,20170612,,99991231,20170612,20231018
교습소,3000029322,리드인서초원명점독서논술교습소,서울특별시 서초구 고무래로 90-7,", 2층6호 (서초동)",입시.검정 및 보습,보통교과,독서논술(유초),보습,24,8,"독서논술(유초):150000, 독서논술(초중):220000, 비문학:120000, 읽기트레이닝:20000, 독해트레이닝:30000",Y,N,6602,개원,20170620,,99991231,20170620,20231119
학원,3000029411,플랜에이프리미엄독서실,서울특별시 서초구 서초중앙로24길 20,", 3층 (서초동)",독서실,독서,"독서실(일반인),",독서실(일반인),30,171,,Y,N,6606,개원,20170711,,99991231,20170711,20231119
학원,3000029414,에듀코치개별지도서초2학원,서울특별시 서초구 남부순환로315길 104,", 3층일부 (서초동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,280,93,,Y,N,6709,개원,20170711,,99991231,20170711,20240225
학원,3000029438,반포파인만중등관학원,서울특별시 서초구 서초중앙로31길 14-13,", 3층일부 (반포동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,1185,129,,Y,N,6593,개원,20170714,,99991231,20170714,20231206
학원,3000029447,아이원이앤엠학원,서울특별시 서초구 서초대로34가길 6,", 2층 (방배동)",기타(대),기타(중),,기타(소),8,67,,Y,N,6661,개원,20170707,20180701,20180928,20170707,20231018
교습소,3000029507,선우수학교습소,서울특별시 서초구 잠원로 204,", 207호 전체, 208호 일부 (잠원동, 한신상가훼미리)",입시.검정 및 보습,보통교과,초등수학,보습,8,5,"초등수학:250000, 중등수학:350000",Y,N,6516,개원,20170714,,99991231,20170714,20231018
교습소,3000029511,코치클래스영어교습소,서울특별시 서초구 사임당로 151,", 대한무지개종합상가 401-3호 (서초동)",국제화,외국어,어학,실용외국어(유아/초?중?고),7,7,,Y,N,6624,개원,20170725,,99991231,20170725,20231018
학원,3000029564,엠원학원,서울특별시 서초구 남부순환로315길 100,", 4층 (서초동, 대광빌딩)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,50,92,,Y,N,6709,개원,20170725,,99991231,20170725,20231018
학원,3000029566,북스토리학원,서울특별시 서초구 서초중앙로33길 14,", 5층 1호 (반포동)",입시.검정 및 보습,보통교과,,보습?논술,6,73,,Y,N,6593,개원,20170725,,99991231,20170725,20231018
교습소,3000029570,뮤엠서초원명점영어교습소,서울특별시 서초구 서초대로65길 13-10,", 3층 305호 (서초동, 서초 래미안아파트)",국제화,외국어,영어1 기초,실용외국어(유아/초?중?고),48,8,"영어1 기초:330000, 영어2 중급:360000, 영어3 고급:370000, 영어4 집중:430000, 영어5 문법심화:450000, 영어6 종합집중:570000",Y,N,6602,개원,20170727,,99991231,20170727,20231018
학원,3000029574,레히연기로드학원,서울특별시 서초구 방배천로16길 17,", 3층 (방배동)",기타(대),기타(중),,연극,430,86,,Y,N,6677,개원,20170726,,99991231,20170726,20231018
학원,3000029577,반포파인만고등2관학원,서울특별시 서초구 반포대로 304,", 2층202호3층302호 (잠원동, 금정빌딩)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,1110,271,,Y,N,6509,개원,20170724,,99991231,20170724,20240331
학원,3000029578,레슨포케이아트연극영화학원,서울특별시 서초구 강남대로97길 23,", 2,3층 (잠원동)",기타(대),기타(중),"연극,",연극,38,100,,Y,N,6526,개원,20170720,,99991231,20170720,20231018
교습소,3000029610,이케이티(EKT)이론영어교습소,서울특별시 서초구 고무래로 90-7,", 2층13호 (서초동)",입시.검정 및 보습,보통교과,,보습,9,9,,Y,N,6602,개원,20170801,,99991231,20170801,20231018
교습소,3000029612,뮤엠영어서래미쉘영어교습소,서울특별시 서초구 방배로43길 5,", 108호일부 (방배동, 삼호아파트상가)",국제화,외국어,초급,실용외국어(유아/초?중?고),12,4,"초급:330330, 중급:370440, 고급:430710",Y,N,6556,개원,20170808,,99991231,20170808,20231018
학원,3000029658,진리수학영어학원,서울특별시 서초구 고무래로8길 7,", 미성빌딩 4,5층 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,210,70,,Y,N,6593,개원,20170811,,99991231,20170811,20231018
교습소,3000029660,리디아(Lydia)영어교습소,서울특별시 서초구 신반포로 189,", 4동 501-1호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,영어초등,보습,12,3,,Y,N,6512,개원,20170811,,99991231,20170811,20231018
학원,3000029673,링구아엠영어전문학원,서울특별시 서초구 서초중앙로31길 14-9,", 103호 (반포동)",입시.검정 및 보습,보통교과,"보습,",보습,24,70,,Y,N,6593,개원,20170817,,99991231,20170817,20231018
교습소,3000029680,이음수학교습소,서울특별시 서초구 고무래로8길 6,", 2층 (반포동)",입시.검정 및 보습,보통교과,수학,보습,34,5,"수학:380000, 수학:570000, 수학(중등):420000, 수학(중등):630000, 수학(중등):516000, 수학(중등):774000",Y,N,6593,개원,20170818,,99991231,20170818,20231018
교습소,3000029702,비끄아트서초우면점미술교습소,서울특별시 서초구 양재대로2길 100-11,", 110호 (우면동, 서초 리슈빌S)",예능(대),예능(중),미술,미술,99,6,미술:120000,Y,N,6767,개원,20170824,,99991231,20170824,20231018
학원,3000029703,크레버스씨큐브코딩서초제1지점학원,서울특별시 서초구 고무래로 26,", 3층일부 (반포동)",종합(대),,"진학상담지도,컴퓨터(소)",,84,152,,Y,N,6593,개원,20170824,,99991231,20170824,20240225
학원,3000029811,소미아트서초센터학원,서울특별시 서초구 서초중앙로33길 14,", 5층 3호 (반포동)",예능(대),예능(중),"미술,",미술,24,70,,Y,Y,6593,개원,20170821,,99991231,20170821,20231018
교습소,3000029815,이김이호석국어교습소,서울특별시 서초구 서초대로34길 19,", 3층301호 (방배동)",입시.검정 및 보습,보통교과,,보습,5,5,,Y,N,6661,개원,20170907,,99991231,20170907,20231018
교습소,3000029831,이김김소연영어교습소,서울특별시 서초구 서초대로34길 19,", 302호일부 (방배동)",입시.검정 및 보습,보통교과,,보습,36,6,,Y,N,6661,개원,20170907,,99991231,20170907,20231018
교습소,3000029882,아르코음악교습소,서울특별시 서초구 신반포로15길 29,", 2층 101호 (반포동)",예능(대),예능(중),초급,음악,6,2,,Y,N,6503,개원,20170831,,99991231,20170831,20231018
학원,3000029887,코프디자인플로리스트학원,서울특별시 서초구 강남대로18길 5,", 4층 (양재동)",기예(대),기예(중),"공예(종이접기,꽃꽂이,꽃기예),","공예(종이접기,꽃꽂이,꽃기예)",31,64,,Y,N,6778,개원,20170915,,99991231,20170915,20231018
교습소,3000029890,연세리체음악교습소,서울특별시 서초구 서초중앙로 238,", 220호 (반포동)",예능(대),예능(중),,음악,12,4,,Y,N,6597,개원,20170916,,99991231,20170916,20231018
교습소,3000029891,카머(kammer)기타교습소,서울특별시 서초구 서초대로65길 13-18,", 106호일부 (서초동)",예능(대),예능(중),초급,음악,12,4,"초급:140000, 중급:200000, 입시:300000",Y,N,6603,개원,20170915,,99991231,20170915,20231018
교습소,3000029895,연세루첸음악교습소,서울특별시 서초구 사평대로45길 10-25,", 502-2호 (반포동)",예능(대),예능(중),,음악,21,7,,Y,N,6544,개원,20170916,,99991231,20170828,20231018
학원,3000029896,릴드당스발레학원,서울특별시 서초구 서초대로26길 19,", 201호,401호 (방배동, 브라운스톤방배)",기예(대),기예(중),"무용(전통무용,현대무용),","무용(전통무용,현대무용)",227,64,,Y,N,6664,개원,20170912,,99991231,20170916,20231018
학원,3000029897,생각하는황소서초2관학원,서울특별시 서초구 고무래로10길 26,", 3층일부 (반포동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,24,86,,Y,N,6593,개원,20170821,,99991231,20170821,20231113
학원,3000029898,광태수학학원,서울특별시 서초구 신반포로 219,", 5층 505호,506호,507호,509호,510호,511호,512호 (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,140,196,,Y,N,6512,개원,20170824,,99991231,20170824,20231018
학원,3000029901,에스(S)학원,서울특별시 서초구 반포대로 300,", 6층 일부 (잠원동)",입시.검정 및 보습,보통교과,,보습?논술,140,80,,Y,N,6509,개원,20170912,,99991231,20170912,20231018
학원,3000029902,생각하는두꺼비수학2관학원,서울특별시 서초구 신반포로 219,", 2층 203호일부(서쪽) (잠원동, 반포쇼핑타운)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,1930,71,,Y,N,6512,개원,20170906,,99991231,20170916,20231018
학원,3000029912,김영편입연고대전문관학원,서울특별시 서초구 서초대로78길 48,", 9층전체 (서초동, 송림빌딩)",인문사회(대),인문사회(중),대학편입,대학편입,10784,156,,Y,N,6626,개원,20170904,,99991231,20170904,20231018
학원,3000029935,최우식과학전문학원,서울특별시 서초구 신반포로3길 8,", 4층일부 411호,412호 (반포동, 반포프라자)",입시.검정 및 보습,보통교과,,보습?논술,38,78,,Y,N,6502,개원,20170925,,99991231,20170925,20231018
학원,3000029939,그린램프라이브러리서초캠퍼스독서실,서울특별시 서초구 효령로 190,", 4층 일부 (서초동)",독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),162,81,,Y,N,6708,개원,20170925,,99991231,20170925,20231018
교습소,3000029946,정경희수학교습소,서울특별시 서초구 신반포로 165,", 3층50호 (잠원동)",입시.검정 및 보습,보통교과,수학1,보습,27,3,,Y,N,6512,개원,20170926,,99991231,20170926,20231018
교습소,3000029960,원명최상위해법수학교습소,서울특별시 서초구 고무래로 90-7,", 203호 (서초동)",입시.검정 및 보습,보통교과,수학,보습,8,3,"수학:300000, 수학:270000",Y,N,6602,개원,20170927,,99991231,20170927,20231018
학원,3000029994,방배맑은숲국어논술전문학원,서울특별시 서초구 효령로 229,", 304호 (서초동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,30,72,,Y,N,6671,개원,20171010,,99991231,20171010,20231206
교습소,3000030014,메티스수학교습소,서울특별시 서초구 서초대로 240,", 5층502호 (서초동, 서초동 동일하이빌)",입시.검정 및 보습,보통교과,,보습,36,9,,Y,N,6647,개원,20171011,,99991231,20171011,20231018
학원,3000030040,수학에미친사람들방배관학원,서울특별시 서초구 동광로 11,", 3층,4층 (방배동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,244,102,,Y,N,6560,개원,20171017,,99991231,20171017,20240324
학원,3000030088,에스비에스(SBS)아카데미컴퓨터아트강남2캠퍼스학원,서울특별시 서초구 서초대로77길 3,", 604호일부, 605~609호 (서초동)",직업기술,산업서비스,"전산회계,컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",전산회계,4040,142,,Y,N,6615,개원,20171018,,99991231,20171018,20240225
학원,3000030090,제이디엠영어학원,서울특별시 서초구 반포대로 287,", 402호 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,150,78,,Y,N,6547,개원,20171019,,99991231,20171019,20231018
학원,3000030096,서초네이처학원,서울특별시 서초구 태봉로2길 60,", 상가동 201호,202호 (우면동, 서초네이처힐3단지)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,40,71,,Y,N,6764,개원,20171023,,99991231,20171023,20231018
학원,3000030102,수학을삼키다2관학원,서울특별시 서초구 동광로 1,", 2층 (방배동)",입시.검정 및 보습,,"보습,",,70,94,,Y,N,6560,개원,20171023,,99991231,20171023,20231018
교습소,3000030136,마하수학교습소,서울특별시 서초구 신반포로 189,", 4동 408호 (잠원동)",입시.검정 및 보습,보통교과,,보습,8,4,,Y,N,6512,개원,20171027,,99991231,20171027,20231018
학원,3000030163,시작독서실,서울특별시 서초구 반포대로19길 9-8,", 3층 (서초동)",독서실,독서,,독서실(유아/초?중?고),150,150,,Y,N,6670,개원,20171031,,99991231,20171031,20231113
교습소,3000030173,반포뉴딜수학교습소,서울특별시 서초구 신반포로 177,", 5층 24호 (잠원동, 반포쇼핑타운3동)",입시.검정 및 보습,보통교과,수학(초등),보습,40,5,"수학(초등):250000, 수학(초,중,고):360000, 수학(초,중,고):360000, 수학(초,중,고):580000, 수학(초,중,고):640000, 수학(초,중,고):950000, 수학(초,중,고):1250000, 수학(초,중,고):1550000",Y,N,6512,개원,20171101,,99991231,20171101,20231018
학원,3000030211,골든캠퍼스학원,서울특별시 서초구 사임당로17길 60,", 1층 (서초동)",직업기술,경영?사무관리,"부동산,",부동산,30,72,,Y,N,6635,개원,20171102,,99991231,20171102,20231018
교습소,3000030223,퀀텀점프수학교습소,서울특별시 서초구 신반포로 165,", 5층 26호 (잠원동)",입시.검정 및 보습,보통교과,,보습?논술,12,4,,Y,N,6512,개원,20171103,,99991231,20171103,20231018
교습소,3000030247,최영주독서토론논술교습소,서울특별시 서초구 신반포로 195,", 3층 1호,2호,3호 (잠원동, 반포쇼핑타운5동)",입시.검정 및 보습,보통교과,,보습?논술,9,9,,Y,N,6512,개원,20171107,,99991231,20171107,20231018
학원,3000030261,제니영어학원,서울특별시 서초구 동산로 60,", 3층 (양재동)",입시.검정 및 보습,보통교과,,보습,24,84,,Y,N,6784,개원,20171109,,99991231,20171109,20231018
학원,3000030262,반포서래보습학원,서울특별시 서초구 사평대로26길 38,", 302호 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,152,69,,Y,N,6577,개원,20171109,,99991231,20171109,20231018
학원,3000030285,파머스영어학원웰라캠퍼스학원,서울특별시 서초구 동광로 56-12,", 2층 (방배동)",입시.검정 및 보습,보통교과,"보습,",보습,20,70,,Y,N,6562,개원,20171110,,99991231,20171110,20231018
학원,3000030313,서울일러스트아트학원,서울특별시 서초구 강남대로61길 25,", 4층 (서초동)",직업기술,산업응용기술,디자인,디자인,506,68,,Y,N,6616,개원,20171115,,99991231,20171115,20231018
교습소,3000030369,썬수학교습소,서울특별시 서초구 신반포로 189,", 410호 (잠원동)",입시.검정 및 보습,보통교과,,보습,5,5,,Y,N,6512,개원,20171122,,99991231,20171122,20231018
교습소,3000030370,한길수학교습소,서울특별시 서초구 고무래로 90-7,", 201호 (서초동)",입시.검정 및 보습,보통교과,,보습,4,7,,Y,N,6602,개원,20171121,,99991231,20171121,20231018
학원,3000030408,서초더(THE)강한학원,서울특별시 서초구 서초중앙로 209,", 7층 2호 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,70,73,,Y,N,6593,개원,20171124,,99991231,20171124,20231018
학원,3000030423,크리에이티브랭귀지컨설팅어학원,서울특별시 서초구 효령로33길 70,", 3층,4층 (방배동)",국제화,국제,,어학(성인),85,161,,Y,N,6665,개원,20171129,,99991231,20171129,20231018
학원,3000030462,서초지니엠국어학원,서울특별시 서초구 서초중앙로33길 8,", 3층 전체 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,185,111,,Y,N,6593,개원,20171201,,99991231,20171130,20231018
교습소,3000030482,허영주수학교습소,서울특별시 서초구 방배중앙로15길 36,", 2층 (방배동)",입시.검정 및 보습,보통교과,초등,보습,12,5,"초등:200000, 중등:300000",Y,N,6564,개원,20171204,,99991231,20171129,20231018
학원,3000030500,수분과열미용학원,서울특별시 서초구 강남대로83길 34,", 2층일부 (반포동)",직업기술,산업응용기술,"이?미용,",이?미용,710,75,,Y,N,6540,개원,20171206,,99991231,20171206,20231018
학원,3000030571,알티씨에듀(RTC Edu)학원,서울특별시 서초구 고무래로10길 5,", 601호 (반포동)",입시.검정 및 보습,보통교과,"보습?논술,",보습?논술,164,75,,Y,N,6593,개원,20171214,,99991231,20171214,20231018
